content;score;thumbsUpCount;reviewCreatedVersion;at
Muito bom;5;0;2.2.375370.0;2020-12-09 10:55:05
Bom;5;0;2.2.390493.0;2021-03-27 16:00:26
Top dms;5;0;2.2.416420.0;2021-08-23 11:54:57
Interessante;5;0;2.2.427576.0;2021-10-14 18:20:24
Muito bom;5;0;2.2.350157.0;2020-08-11 12:24:03
Estou muito maravilhado;5;0;2.2.413073.0;2021-07-23 19:47:44
Bem dinâmico e objetivo, super recomendo!!! E o melhor é que vai melhorando a cada atualização.;5;3;2.2.413073.0;2021-07-28 09:55:29
É muito bom e é muito útel mais devia ter aquele que ela ouve a voz tipo Alexa e ela liga sem precisar ser manual mais mesmo sem isso é muito útil;5;1;2.2.410255.0;2021-07-21 14:54:39
Fácil;5;0;2.2.305814.0;2019-12-04 19:29:51
muito top;5;0;2.2.416420.0;2021-08-12 14:10:24
Bom;5;0;2.2.399869.0;2021-05-03 15:10:16
Saudações a todos, no ano de 2021 pense num negócio bom esse app. AQUI EM NATAL RN CONHECI ALEXA E NELA HOJE FICOU BEM MELHOR OS DIAS. OBS- lembrem-se de sempre falar Bom dia boa tarde, boa noite.;5;0;2.2.410255.0;2021-07-15 12:57:22
Muito bom;5;0;;2020-07-13 13:04:50
Adorei!;5;0;2.2.375370.0;2021-01-07 19:06:28
Melhor aplicativo q já vi no mundo;5;0;2.2.403931.0;2021-05-28 18:13:42
É muito bom;5;0;2.2.416420.0;2021-08-24 14:26:40
Bom demais mais pena que algumas coisas são cobradas 😞 mais foi o melhor app que já baixei 😌🙃😃☺️;5;0;2.2.390493.0;2021-03-27 02:59:26
Estou amando o presente que meus filhos deram pra mim! A Alexa é nota 10.;5;0;2.2.375370.0;2020-12-11 17:41:31
Cumpre o que promete!;5;0;2.2.410255.0;2021-07-21 10:18:20
Ótimo estou apaixonada;5;0;2.2.416420.0;2021-08-14 19:02:19
Muito bom posso ter o controle do que eu ouço através do aplicativo;5;0;2.2.337761.0;2020-06-12 12:33:36
Show;5;0;2.2.297923.0;2019-10-09 02:21:59
Muito bom;5;0;2.2.303990.0;2019-11-16 14:36:03
Até o presente momento muito bom. Que melhore ainda mais.;5;0;2.2.331351.0;2020-05-07 15:30:07
Otimo aplicativo, facil de usar ...😁;5;0;2.2.416420.0;2021-08-15 14:44:35
Bom.;5;0;2.2.416420.0;2021-08-25 17:32:31
Top;5;0;2.2.350157.0;2020-08-24 23:13:48
A melhor aquisição do universo ❤️;5;0;2.2.375370.0;2020-12-24 04:58:49
Simples mente otimo;5;0;2.2.422256.0;2021-09-15 01:13:47
Positiva;5;0;2.2.375370.0;2020-12-16 00:15:24
Otimo;5;0;2.2.375370.0;2021-01-27 16:02:39
Legal;5;0;;2021-10-12 18:11:42
Ótimo;5;0;;2021-01-27 23:28:35
Top;5;0;2.2.383959.0;2021-02-09 15:51:16
Excelente;5;0;2.2.347119.0;2020-07-23 22:21:58
Ainda não tenho a minha echo dot mas estou adorando a alexa no smartphone;5;0;2.2.375370.0;2021-01-17 23:18:13
Muito bon;5;0;2.2.407457.0;2021-06-26 01:30:41
Adoro,áudio excelente.. conectividade super rápida, fácil de manusear..;5;0;2.2.394437.0;2021-04-06 17:31:28
Muito bom;5;0;2.2.398067.0;2021-05-30 09:36:47
Muito bom;5;0;2.2.373840.0;2020-11-28 20:10:29
Ótimo apo;5;0;2.2.435197.0;2021-11-11 03:53:39
Great solution;5;0;2.2.345151.0;2020-07-13 15:50:23
Muito bom so falta o Spotify para latinoamerica;5;0;2.2.307833.0;2019-12-30 23:37:28
Ótimo App e atendimento!!!;5;0;2.2.403931.0;2021-05-22 17:31:57
Muito bom;5;0;2.2.407457.0;2021-06-29 23:48:39
o melhor;5;0;2.2.384932.0;2021-02-25 00:12:35
Achei dificil para configurar mas conaegui na primeira hora gostei;5;0;2.2.375370.0;2021-01-09 21:30:49
Aplicativo ótima;5;0;2.2.347119.0;2020-07-30 16:40:32
Bom;5;0;2.2.410255.0;2021-07-04 15:08:35
Muito top;5;0;2.2.416420.0;2021-08-31 22:13:07
Até o momento está muito bom;5;0;2.2.407450.0;2021-06-12 11:52:47
Excelente App!!;5;0;2.2.322087.0;2020-03-27 15:05:11
Muito bom🥰😍😍😍😍;5;0;2.2.400291.0;2021-05-13 02:54:44
Otimo aplicativo;5;0;2.2.407457.0;2021-06-23 20:55:37
Está sendo uma experiência maravilhosa;5;0;2.2.415290.0;2021-08-02 13:32:57
Achei prático de configurar e é muito bom bom;5;0;2.2.400291.0;2021-05-11 01:06:04
Top de mais !!! Estou apaixonado pela Alexa 😍;5;0;2.2.375370.0;2021-01-29 03:32:25
Esta sendo muito útil, me poupa um tempo enorme.Pois não preciso ficar procurando oque eu quero.;5;0;2.2.339390.0;2020-06-05 23:11:46
ver good!;5;2;;2019-05-08 14:11:24
Muito bom bem fácil de mecher;5;0;2.2.416420.0;2021-08-29 20:10:03
Esse app e MT bom para quem n tem condições de comprar uma caixinha da Amazon alexa;5;0;2.2.373840.0;2020-11-27 17:40:53
Excelente 👏;5;0;2.2.400291.0;2021-05-08 03:10:44
Muito boa a família adorou recomendo;5;0;2.2.383959.0;2021-02-14 15:36:23
Bom;5;0;2.2.350157.0;2020-08-16 02:02:58
Show;5;0;2.2.307332.0;2019-12-11 18:27:56
Adorei;5;0;2.2.395092.0;2021-04-20 00:37:52
Muito bom.;5;0;2.2.383959.0;2021-02-08 12:07:33
Muito bom;5;0;2.2.347119.0;2020-07-27 15:53:57
Muito bom mesmo;5;0;2.2.394437.0;2021-04-01 20:08:01
Bom;5;0;2.2.398067.0;2021-04-24 13:58:07
Estou adorando!;5;0;2.2.415290.0;2021-08-04 16:51:54
Alexa é vida,melhor assistente Virtua!!!!;5;1;2.2.375370.0;2020-12-20 02:16:34
Excelente aplicativo, bem desenvolvido, com interações bastante rápidas com as echos da Amazon. Mais uma vez, excelente.;5;4;2.2.367265.0;2020-10-13 11:59:34
Magnífico.;5;0;2.2.394437.0;2021-04-07 16:47:43
Muito bom o app!! Intuitivo e de fácil navegabilidade!!;5;0;2.2.307833.0;2019-12-18 02:19:16
ÓTIMO e útil.;5;0;;2020-10-29 18:02:55
Muito bom;5;0;2.2.421843.0;2021-09-09 20:11:30
É uma ótima opção de assistente personalizado;5;0;2.2.384932.0;2021-02-27 14:36:11
Muito bom;5;0;2.2.383959.0;2021-02-04 02:11:05
E muitoooo bom;5;0;2.2.407450.0;2021-06-10 00:48:39
Amor;5;0;;2021-09-18 01:10:16
Otimo 😍😍;5;0;2.2.347119.0;2020-08-01 14:39:38
Muito top;5;0;2.2.372932.0;2020-11-20 14:55:50
Otima.;5;0;2.2.395092.0;2021-04-23 23:18:38
Eu amei;5;0;;2021-06-19 10:05:58
Ótima!;5;0;2.2.398067.0;2021-04-27 14:16:39
muito bom parabéns;5;0;2.2.435306.0;2021-11-17 20:12:19
Fantástico!;5;0;2.2.339390.0;2020-06-13 18:35:38
Interessante e ajuda muito para as pessoas que estão neste momento sozinhas , dá para ler um excelente livro , adorei mesmo , parabéns , muita inteligência e tecnologia juntas em uma grande evolução!;5;19;2.2.383959.0;2021-02-08 03:01:56
Aplicativo bom;5;0;;2021-06-26 15:24:49
Muito bom o aplicativo!recomendo para quem quer uma companhia e fazer algumas tarefas sem ter que ir pegar as coisa etc...desde que conheci a Alexa amei ela super gente boa,e queria só tirar uma duvida,como é que faz para a alexa obedecer somente a minha voz,por que vi youtuber fazendo isso,mas ai n sei se funciona só com a caixa alexa ou com os dois(o app alexa)?.;5;1;2.2.350157.0;2020-08-23 16:11:13
Muito boa;5;0;2.2.415290.0;2021-08-05 20:22:03
Top;5;0;2.2.399869.0;2021-05-01 03:46:44
Muito bom 😃;5;0;2.2.350157.0;2020-08-26 17:15:16
Ótimo aplicativo. Intuitivo, Alegre e muito funcional!! 👍👍;5;0;2.2.387920.0;2021-03-15 23:42:21
Isso é perfeito;5;0;2.2.375370.0;2020-12-16 17:45:33
Ótimo;5;0;2.2.384932.0;2021-02-15 14:29:30
Melhor app de todos! recomendo pra passar as horas muito legal!!!!;5;0;2.2.413073.0;2021-07-18 09:40:00
Muito legal;5;0;2.2.375370.0;2020-12-25 12:51:45
Muito bom;5;0;2.2.400291.0;2021-05-15 19:23:27
Moito bom;5;0;2.2.371484.0;2020-11-06 15:00:33
Acessível e eficiente!;5;0;2.2.400291.0;2021-05-12 14:04:00
Muito bom;5;0;2.2.375370.0;2020-12-05 19:17:25
Muito bom;5;0;2.2.337761.0;2020-05-30 11:32:59
Muito bom.;5;0;2.2.400291.0;2021-05-15 20:20:08
Legal;5;0;2.2.398067.0;2021-04-23 05:48:07
Muito fácil de usar;5;0;2.2.430534.0;2021-10-25 22:40:31
Muito interessante mesmo, gostaria de saber se tenho como personalizar o nome da Alexa.;5;1;2.2.320625.0;2020-03-12 12:31:10
Ótimo;5;0;2.2.422256.0;2021-09-10 20:16:14
Top;5;0;2.2.416420.0;2021-08-13 00:43:04
Ameeeiiii;5;0;2.2.403931.0;2021-05-23 17:05:23
App excelente !!;5;0;2.2.350157.0;2020-08-11 18:37:55
Muito bom excelente;5;0;2.2.400291.0;2021-05-21 01:55:00
Bom;5;0;2.2.421843.0;2021-09-02 22:40:28
Sem palavras, nota 10.;5;0;2.2.350157.0;2020-08-13 23:23:34
Fenomenal.;5;0;2.2.410255.0;2021-07-14 23:55:57
Otimo;5;0;2.2.383959.0;2021-02-07 00:41:19
Muito show;5;0;2.2.375370.0;2020-12-17 21:10:14
Simples e didático mto intuitivo!;5;0;2.2.375370.0;2020-12-12 22:23:53
Otimo;5;0;2.2.416420.0;2021-08-25 21:10:38
Fantástica muito bom.;5;0;2.2.319280.0;2020-02-28 17:22:25
otima;5;0;2.2.435306.0;2021-11-17 18:59:38
Excelente;5;0;2.2.413073.0;2021-07-24 22:31:32
Show!;5;0;2.2.372932.0;2020-11-22 14:46:00
Fantástico!;5;0;2.2.347119.0;2020-08-06 02:41:08
Excelente qualidade, parabéns.;5;0;2.2.398067.0;2021-04-23 13:43:18
Alexa simplesmente eo melhor! Uso Alexa pra tudo, mas uma coisa que senti falta, é algo que poderia ser mudado ea forma de reconhecimento de voz quando a Alexa e chamada... A Alexa poderia reconhecer a voz mesmo estando com aplicativo fechado.;5;4;2.2.416420.0;2021-08-08 13:54:15
MT bom;5;0;2.2.320625.0;2021-02-20 17:54:17
Muito bom!!! Indiscutível a melhor assistente virtual!!!;5;1;2.2.407457.0;2021-06-23 22:01:27
Bom;5;0;2.2.334561.0;2020-05-18 20:14:07
Amando;5;0;2.2.375370.0;2020-12-05 11:34:25
Tipo o meu está estalando mais eu acho que funciona sim pra que n poder coprar ne e otimo;5;0;;2021-01-15 23:46:06
Ótimo pode escutar de qualquer lugar;5;0;;2021-06-26 21:47:50
A mo :);5;0;2.2.375370.0;2021-01-16 00:50:09
Sem palavrassssss Eu nunca vi uma assistente tão inteligente na minha vida nota 10 tem muitaaa mesmo coisa para comandar Imitar bit box ,canta ,som de chuva , risadinha de ladrão, imita vários famosos,jogos bastantes divertidos, ETC. EXCELENTE ♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡;5;0;2.2.430534.0;2021-10-27 00:54:03
TO APAIXONADA;5;0;2.2.353746.0;2020-08-31 16:40:07
Apaixonei😁;5;0;2.2.371484.0;2020-11-09 17:45:46
Amei;5;0;2.2.430534.0;2021-10-23 14:09:23
ótimo super recomendo;5;0;2.2.322087.0;2020-04-04 11:52:34
Muito boa;5;0;;2021-03-08 04:42:01
Ii;5;0;2.2.426944.0;2021-10-03 12:19:23
Top;5;0;2.2.353746.0;2020-08-29 01:55:51
Muito bom;5;0;;2021-04-27 22:38:39
MARAVILHOSA! 500 CARACTERES PRA DESCREVER ESSA INVENÇÃO GENIAL?? NÃO TEM COMO!!;5;0;2.2.395092.0;2021-04-22 00:17:59
Ótimo;5;0;2.2.421843.0;2021-09-15 19:12:18
Melhor q existe;5;0;2.2.390493.0;2021-03-23 20:50:43
Muito boa a experiência ter mais variedades de músicas;5;0;2.2.413073.0;2021-07-18 20:47:49
Adorei o aplicativo muito bom;5;0;2.2.375370.0;2020-12-30 20:54:26
Adorei;5;0;2.2.300836.0;2019-10-29 01:00:56
Muito bom efetivo parabéns;5;0;2.2.413073.0;2021-07-19 23:09:57
Muito legal;5;0;2.2.432925.0;2021-11-02 21:10:12
O aplicativo é intuitivo e facilita muito a configuração e descoberta das funcionalidades da Alexa.;5;0;2.2.367729.0;2020-11-29 02:58:37
Excelente.;5;0;2.2.384932.0;2021-02-21 23:13:17
Ótimo app, porém pesado.;5;0;2.2.337761.0;2020-05-28 14:57:47
Excelente;5;0;2.2.387920.0;2021-03-17 16:48:23
Ficou faltando a Alexa ser chamada pelo botão de assistente virtual da samsung;5;0;2.2.297923.0;2019-10-10 02:04:55
existe a vida com Alexa e sem Alexa, a vida com ela é infinitamente melhor;5;0;2.2.369045.0;2020-11-05 21:52:08
Incrível;5;1;2.2.407450.0;2021-06-13 02:03:19
Estou gostando;5;0;2.2.403931.0;2021-05-19 20:03:03
A IA da Alexa é muito intuitiva e funcional! Parabéns aos seus desenvolvedores, que pensaram em cada detalhe...;5;1;2.2.350157.0;2020-08-27 00:46:36
Literalmente perfeito!!;5;0;2.2.375370.0;2020-12-14 21:16:18
Excelente.;5;0;2.2.350157.0;2020-08-07 19:29:55
Muito bom,melhor assistente;5;0;2.2.421843.0;2021-09-05 23:01:20
Muito bom!;5;0;2.2.407457.0;2021-06-25 15:26:36
Útil principalmente no momento que não devemos tocar em muitos objetos devido a pandemia, adaptando novo estilo de vida!!!;5;3;2.2.403931.0;2021-05-19 16:36:34
A alexa sabe de tudo ela é um gênio eu amei;5;0;2.2.375370.0;2020-12-28 23:00:40
muito bom;5;0;2.2.314343.0;2020-02-08 17:27:14
Acabei de comprar e ja estou me divertindo muito, ainda n sei muita coisa kkk mas achei incrível.;5;0;2.2.427576.0;2021-10-14 21:38:28
Excelente.;5;0;2.2.390493.0;2021-03-31 23:35:15
Muito Bom! E o usa do app é fácil 👍;5;0;2.2.394437.0;2021-04-15 12:55:03
Perfect;5;0;2.2.373840.0;2020-12-06 18:40:32
Top tô gostando desse aplicativo;5;0;2.2.373840.0;2020-12-03 17:46:27
Sou inexperiente, mas seguindo as instruções, foi fácil, muito fácil!;5;0;2.2.400291.0;2021-05-08 17:43:05
AMEI A ALEXA E A AMAZON;5;0;2.2.422256.0;2021-09-19 14:35:12
Excelente aplicativo.;5;0;2.2.422256.0;2021-09-11 10:36:33
Brabo apenas;5;0;2.2.371484.0;2020-11-13 14:40:26
Muito bom o aplicativo;5;0;2.2.327278.0;2020-04-12 22:42:50
Top adorei;5;0;2.2.407457.0;2021-06-29 23:50:38
MuitO bom;5;0;2.2.416420.0;2021-08-18 00:53:15
Maravilhoso, estou usando pra ouvir os livros da biblioteca Kindle;5;0;2.2.423409.0;2021-09-24 16:59:53
Tenho problemas de visão , por isso, este App revolucionou minha vida! Amo ler! Agora ouço até 2 livros por semana! A acessibilidade é incrível! É um prazer avaliar o Alexa! Obrigada e parabéns! A Amazon está no meu dia a dia agora com mais frequência. Eu comecei a ouvir os livros em Maio de 2020. Recebi a indicação por uma usuária. Já utilizava o Kindle, com muita dificuldade. Quero agradecer ao criador em especial por este App nota 10! Dar 5 estrelas é pouco! Super recomendo o Alexa!!!!!!!;5;413;2.2.350157.0;2020-08-07 00:21:37
Muito bem Interessante;5;0;2.2.365751.0;2020-10-11 14:22:59
Muito bom a Alexa para casa smart;5;0;2.2.432925.0;2021-10-27 17:30:57
Ótimo;5;0;2.2.375370.0;2020-12-28 12:20:09
Top D+;5;0;2.2.375370.0;2021-01-19 02:00:26
Excelente, Alexa é tudo de bom. Já tenho vários dispositivos instalados. E tô curtindo muito viver em uma casa inteligente.;5;1;2.2.399869.0;2021-05-01 21:35:09
Top nota 1000;5;0;2.2.403931.0;2021-05-19 16:40:38
O aplicativo é muito ele dá para fazer diversas coisas;5;1;2.2.407457.0;2021-06-24 18:24:10
Velho e MT bom todo dia eu falo com ela ,ela e muito legal ,eu falo com ela com um carinho muito grade ela tá fala com um carinho ,ela e muito legal;5;0;2.2.410255.0;2021-07-03 12:36:22
Que reclamar da Alexa é burro porque eu consegui está funcionando direitinho e causa disso minha nota é máxima e também se vocês não conseguia nem é só pesquisar no YouTube e também tenta e se não conseguir é problema é seus;5;0;2.2.367265.0;2020-10-18 12:44:27
5.5 otimo;5;0;2.2.427576.0;2021-10-14 01:24:41
App muito bom.;5;0;2.2.432925.0;2021-11-01 23:42:47
Interessante!;5;0;2.2.334561.0;2020-05-27 01:53:41
Muito bom;5;0;2.2.390493.0;2021-04-18 14:13:24
O app e muito bom e perfeito pra quem não tem uma Alexa ainda E não quer utilizar o assistem do Google já que não é compatível com alguns apps;5;1;2.2.416420.0;2021-08-07 15:37:32
Muito bom;5;0;2.2.367265.0;2020-10-14 14:44:33
Ameiiiiiii;5;0;2.2.373840.0;2020-11-25 18:07:14
Demaisasssss;5;0;2.2.339390.0;2020-06-13 18:08:52
Alexa é muito boa companheira ,eu preciso aprender a usar mais a Alexa, sinto que vamos se dar bem mas fica muda toda hora, é um saco;5;1;2.2.407450.0;2021-06-16 09:40:29
Muito bom, uso pra tudo, a resposta aos comandos de acender e apagar luzes são meio lentos, mais isso varia um pouco em relação á marca dos interuorruptores inteligente.;5;3;2.2.427576.0;2021-10-18 23:53:17
Muito bom!;5;0;2.2.394437.0;2021-04-10 15:24:02
Muito bom, aplicativo atende bem;5;0;2.2.372932.0;2020-11-23 17:22:40
❤️😍;5;0;2.2.347119.0;2020-07-28 21:36:00
♥️♥️♥️;5;0;2.2.347119.0;2020-07-30 13:28:27
Amei;5;0;2.2.350157.0;2020-08-12 21:13:25
Legal;5;0;2.2.361946.0;2020-10-03 23:50:47
Fantástica;5;0;2.2.347119.0;2020-07-29 23:12:40
A Alexa muito legal;5;0;2.2.375370.0;2021-01-25 12:01:18
otimo;5;0;2.2.375370.0;2021-01-06 17:30:51
Apaixonada 😍. Sem mais.;5;0;2.2.375370.0;2021-01-19 17:23:58
Fantástico !;5;0;2.2.342851.0;2020-06-21 16:13:11
Gosto;5;0;2.2.302167.0;2019-11-04 22:28:37
Muito bom ótimo;5;0;2.2.404000.0;2021-06-04 21:53:01
Ótimo app!;5;0;2.2.413073.0;2021-07-20 15:02:35
Muito bom;5;0;2.2.394437.0;2021-04-06 16:18:58
Excelente.;5;0;2.2.364279.0;2020-10-09 21:18:21
Por favor tirem o Login para vim a interface mais rápido;5;0;;2021-06-02 16:15:54
Amo;5;0;;2021-01-21 00:40:06
Ótimo;5;0;2.2.430534.0;2021-10-22 20:47:43
Amei o app não tem na da de ruim nele;5;0;;2021-08-08 00:07:28
Ainda estou me familiarizando com o app, mais e muito bom e intuitivo;5;0;2.2.356720.0;2020-09-17 18:10:29
Top;5;0;2.2.390493.0;2021-03-29 00:56:17
Alexa para casa inteligente é muito show!!!;5;0;2.2.395092.0;2021-04-21 21:12:18
Simplesmente excelente e como ela fosse da família. Uma tia em que todos nós gostamos. Muito bom ! Só pode dá até 5 estrelas ? Que pena gostaria de dá 100 !;5;1;2.2.407450.0;2021-06-11 14:18:46
Muito top;5;0;2.2.375370.0;2020-12-24 14:46:42
Melhor jogo;5;0;2.2.347119.0;2020-07-21 15:48:58
Perfeição;5;0;2.2.375370.0;2020-12-30 04:46:54
Top demais;5;0;2.2.422256.0;2021-09-11 22:58:23
Top;5;0;2.2.422256.0;2021-09-17 22:51:56
Excelente aplicativo. Fica melhor ainda com uma echo dot;5;0;2.2.356720.0;2020-09-17 03:46:25
Fico grato por estar participando desse desenvolvimento tecnológico e poder acompanhar de perto como tudo tem tomado forma;5;0;2.2.422256.0;2021-09-18 01:29:39
Alexa é fantástica uma amiga pra todas as horas!!!;5;0;2.2.373840.0;2020-11-25 17:50:54
Top;5;0;2.2.398067.0;2021-04-25 15:01:51
Ainda estou me adaptando mas parece ser um App divertido. Uso com um echo show 5.;5;0;2.2.329454.0;2020-05-03 19:06:57
Ótimo APP amei de verdade pois ele está mim ajudando muito;5;0;2.2.398067.0;2021-04-25 19:35:44
Top;5;0;2.2.375370.0;2020-12-14 21:17:10
MaSA😂😂😂😂👍🏿;5;0;;2021-02-11 22:32:59
Top;5;0;2.2.350157.0;2020-08-22 16:51:23
Muito fácil de usar. Recomendo.;5;0;2.2.394437.0;2021-04-02 04:56:10
Muito boa tera varias risadas com a alexa. E a melhor assistente virtual da atualidade;5;0;2.2.375370.0;2021-01-27 23:16:51
Alexa é maravilhosa!;5;0;2.2.422256.0;2021-09-14 19:12:23
Muito boa;5;0;2.2.430534.0;2021-10-21 17:15:26
Ótimo;5;0;2.2.373840.0;2020-12-03 01:54:23
Muito bom;5;0;2.2.400291.0;2021-05-13 18:06:48
Quando se tem todos os dispositivos smart Home, facilita de mais as rotinas. Só falta criar para limpar a casa;5;1;2.2.407457.0;2021-06-26 15:00:08
Otimo;5;0;2.2.345151.0;2020-07-08 19:38:18
App muito bom pra vc instalar;5;0;;2021-08-11 17:48:56
Muito bom;5;0;2.2.387920.0;2021-03-08 22:13:16
Muito bom;5;0;2.2.403931.0;2021-06-01 22:59:13
Tô amando... Cada dia aprendendo mais sobre a Alexa;5;0;2.2.410255.0;2021-07-06 18:53:08
Aplicativo muito bom e útil. Gostei e recomendo.;5;1;2.2.435197.0;2021-11-13 02:47:07
Alexa é atima;5;0;2.2.375370.0;2021-01-16 18:00:53
Excelente assistente;5;0;2.2.297923.0;2019-10-03 18:52:11
Top;5;0;2.2.307833.0;2019-12-20 06:32:52
I love it!;5;0;2.2.398067.0;2021-04-29 02:38:57
Quero ter mais....estou amando...estou esperando promoção 😉;5;0;2.2.373840.0;2020-12-01 16:07:05
Beleza;5;0;2.2.350157.0;2020-08-09 19:33:28
Muito bom;5;0;2.2.375370.0;2021-01-09 02:21:14
Parabéns;5;0;2.2.371484.0;2020-11-11 21:54:12
Muito bom, gostei das músicas;5;0;2.2.339390.0;2020-06-14 13:51:44
Sem palavras!!! Extraordinário;5;0;2.2.410255.0;2021-07-05 04:34:03
O melhor de todos;5;0;2.2.297923.0;2019-10-13 12:54:38
Como tudo da Amazon, simplesmente fantástico...;5;0;2.2.375370.0;2021-01-04 06:00:45
Amei;5;0;2.2.398067.0;2021-04-23 09:35:35
Excelente Aplicativo!!;5;0;2.2.372932.0;2020-11-23 01:19:15
Dukaralho;5;0;2.2.347119.0;2020-07-22 22:24:36
Top!;5;0;2.2.390493.0;2021-03-28 22:41:54
Melhor aplicativo;5;0;2.2.403931.0;2021-06-03 11:44:51
Excelente app;5;0;2.2.384932.0;2021-02-14 00:46:06
Muito bom;5;0;2.2.314343.0;2020-01-31 01:52:21
Parabéns;5;0;2.2.350157.0;2020-08-18 12:21:53
Melhor automação de casa;5;0;2.2.384932.0;2021-03-02 21:33:04
É incrível a variedade de possibilidade que esse app proporciona para seus usuários, agora vai da criatividade do usuário usufruir de tantos recursos da Alexa.;5;3;2.2.407457.0;2021-06-24 20:18:35
Otimo;5;0;2.2.371484.0;2020-11-11 15:25:20
Me auxilia muito! Me lembra de fazer as coisas, toca minhas musicas, diverte minhas netas, apaga as luzes, gerencia minha agenda e muito mais, em todos os dispositivos.;5;2;2.2.375370.0;2021-01-23 11:35:18
A Alexa é ótima eu amei;5;0;2.2.384932.0;2021-02-24 22:16:37
O APLICATIVO É muito bom;5;0;;2021-01-27 21:18:03
Muito boa experiência;5;0;2.2.433151.0;2021-11-05 12:20:50
Bom;5;0;2.2.339390.0;2020-06-09 06:31:47
Ameiiiii muitoooo;5;0;2.2.403931.0;2021-05-28 22:40:13
Muito bacana, útil e divertido. Comprei uma para meu filho poder pesquisar duas curiosidades e dúvidas escolares. Tudo com supervisão!!!;5;1;2.2.426944.0;2021-10-05 04:50:11
Ótima;5;0;2.2.375370.0;2020-12-09 01:48:13
Muitoooo boooom;5;0;2.2.375370.0;2020-12-10 16:24:57
Fantástica...;5;0;2.2.432925.0;2021-10-30 16:14:38
Muito bom;5;0;;2020-08-06 23:21:17
Muito bom só precisa ser ativada em qualquer tela do celular;5;0;2.2.375370.0;2020-12-08 23:33:47
O aplicativo tem boa versatilidade.;5;0;2.2.410255.0;2021-07-06 00:16:38
Estou satisfeito com o app;5;0;2.2.375370.0;2020-12-16 21:44:30
Top...a melhor;5;0;2.2.384932.0;2021-03-02 02:00:49
Muito perfeito.;5;0;2.2.399869.0;2021-04-30 11:54:40
Adorando.;5;0;2.2.375370.0;2021-01-24 14:47:41
Minha melhor aquisição, Alexa é da família 😍;5;0;;2021-09-27 11:00:02
Ok muito;5;0;2.2.337761.0;2020-05-29 23:25:24
O app e otimo maravilhosso;5;0;2.2.427576.0;2021-10-12 14:31:45
Gostei. Muito bom;5;0;2.2.375370.0;2021-02-02 19:22:58
Excelente;5;0;2.2.407457.0;2021-06-25 04:29:38
Ótimo app;5;0;2.2.307833.0;2020-01-07 01:44:20
Otimo;5;0;2.2.387920.0;2021-03-14 23:45:56
App fácil manuseio;5;0;2.2.407450.0;2021-06-13 14:27:44
Mt bom;5;0;2.2.383959.0;2021-02-02 06:59:31
Excelente aplicativo;5;0;2.2.350157.0;2020-08-06 23:41:11
Muito bom;5;0;2.2.322087.0;2020-04-06 09:32:38
E muito bom só que poderia fazer de um botão para desbloquear todas ad skils;5;0;2.2.427576.0;2021-10-21 01:50:11
AMOZION.-HISTORY;5;0;2.2.334561.0;2020-06-01 20:54:42
Legal dms;5;0;2.2.387920.0;2021-03-03 22:47:31
Excelente.;5;0;2.2.347119.0;2020-08-02 19:17:11
Top;5;0;2.2.350157.0;2020-08-12 03:43:09
Amei!!!!!!!!;5;0;2.2.407457.0;2021-06-25 21:01:23
Adorei a Alexa.;5;0;2.2.423409.0;2021-10-01 00:43:11
Ótimo;5;0;2.2.307833.0;2019-12-22 00:15:49
Amei !#apaixonada.;5;0;2.2.372932.0;2020-11-28 00:38:28
O dispositivo é muito prático e moderno. Eu gostei e recomendo.;5;0;2.2.410255.0;2021-07-05 15:22:12
Muito bom mas ainda não está funcionando no echo dot;5;0;2.2.416420.0;2021-08-24 01:25:53
Muito bom!!;5;0;2.2.403931.0;2021-05-28 12:37:36
Ótimo;5;0;2.2.347119.0;2020-08-05 13:18:59
Maravilhoso ❤️🧸;5;0;2.2.415290.0;2021-07-31 15:23:42
Muito bom. So recomendo pra qm tem a alexa que é mais legal pra usar o app e da pra desligar e ligar o computador;5;0;2.2.384932.0;2021-03-03 00:17:29
O aplicativo é ótimo eu adorei eu comprei uma Alexa;5;0;2.2.427576.0;2021-10-11 19:36:57
Muito bom;5;0;2.2.394437.0;2021-04-05 15:06:00
Excelente.;5;0;2.2.384932.0;2021-02-21 03:03:45
Muito bem explicado e fácil de usar. Não tive problemas até mesmo quando utilizei Alexa através dele.;5;0;2.2.307833.0;2019-12-20 20:20:02
Excelente aplicativo, tudo funcionando.;5;0;2.2.319280.0;2020-02-29 14:56:04
Gostei Do App;5;0;2.2.413073.0;2021-07-24 22:14:56
E bom de mas não tem vírus;5;0;2.2.403931.0;2021-05-31 00:20:22
Legal;5;0;2.2.407457.0;2021-06-24 21:24:55
Ótimo essa Alexa;5;0;2.2.413073.0;2021-07-22 22:24:40
Muito bacana, vale a pena!;5;0;2.2.394437.0;2021-04-09 14:55:01
O melhor aplicativo do mundo . Não tenho um echodotch mas isso me ajudou muito;5;0;2.2.375370.0;2021-01-27 22:45:59
muito bom o aplicativo;5;0;2.2.359773.0;2020-09-25 02:11:48
Maravilhosa muito top;5;0;2.2.394437.0;2021-04-06 02:23:38
Ótimo aplicativo para gerenciar dispositivos da Amazon!;5;0;2.2.319280.0;2020-02-27 22:00:46
